x1,T,P,y1
0.0,352.39582419422385,101325.0,0.0
0.004454342984409799,352.73439167964557,101325.0,0.019627768072395333
0.006681514476614699,352.08947211623746,101325.0,0.029156931885139174
0.011135857461024499,353.20248940654704,101325.0,0.047533531795128085
0.013363028953229397,352.34455880796145,101325.0,0.056520401024753815
0.015590200445434297,352.4442572211078,101325.0,0.06527025032418239
0.017817371937639197,349.8124545307022,101325.0,0.0740850282008647
0.020044543429844096,351.10154375158226,101325.0,0.08239671235560635
0.022271714922048998,350.78319209693035,101325.0,0.09069194689085903
0.024498886414253896,353.0070599553944,101325.0,0.0985424455459802
0.026726057906458794,351.87546048032266,101325.0,0.10661164527080158
0.03340757238307349,350.2089548871391,101325.0,0.12978969608228977
0.035634743875278395,351.5183391480634,101325.0,0.1369653049095617
0.0378619153674833,349.5552690244167,101325.0,0.1445103226754469
0.04008908685968819,352.6105246879703,101325.0,0.15111846208391574
0.042316258351893093,351.82665759648825,101325.0,0.15821949017025633
0.04899777282850779,353.18279209757964,101325.0,0.17815224821041797
0.051224944320712694,352.8724844852888,101325.0,0.18470136436259726
0.05345211581291759,352.41353398829506,101325.0,0.19117223513200332
0.05567928730512249,350.07855483140787,101325.0,0.19792325587616494
0.05790645879732739,351.16688401490813,101325.0,0.20387492276096703
0.06458797327394208,352.0321958129698,101325.0,0.2215990266688815
0.06681514476614699,352.2790486236313,101325.0,0.22731761286591118
0.06904231625835189,353.17003892973685,101325.0,0.23279417136493066
0.07349665924276169,350.78183882413947,101325.0,0.2444435083026336
0.08017817371937638,349.8196860213419,101325.0,0.2606905752260268
0.08240534521158129,351.20281970490373,101325.0,0.2655169470072854
0.08463251670378619,350.20763739620355,101325.0,0.2708623730812967
0.08685968819599109,351.97925597873007,101325.0,0.27542446326026543
0.09354120267260578,352.101060408009,101325.0,0.28998662809290093
0.09576837416481068,350.5494665655282,101325.0,0.2951240178632366
0.09799554565701558,352.6290392055808,101325.0,0.2992204824839062
0.10022271714922049,352.51905742998724,101325.0,0.303835611981203
0.10244988864142539,350.8499135161207,101325.0,0.30881336254403874
0.10690423162583518,352.0299820158999,101325.0,0.31734086107252457
0.10913140311804008,349.85900993443727,101325.0,0.32228486984478
0.11135857461024498,350.09963280990047,101325.0,0.32649347112221416
0.11804008908685969,351.9594034263681,101325.0,0.3384378919587579
0.12026726057906459,352.12066151450534,101325.0,0.34243645260855354
0.12249443207126948,352.42291612408786,101325.0,0.3463395990134775
0.12472160356347438,351.1356631021534,101325.0,0.3506534799394916
0.12694877505567928,351.5749647838116,101325.0,0.3544116738637201
0.13140311804008908,349.7581202941439,101325.0,0.36257593039675257
0.13363028953229397,351.9736118471619,101325.0,0.3656528182541582
0.1403118040089087,352.35999542966414,101325.0,0.37646451852264634
0.14476614699331847,351.514317602632,101325.0,0.3837790652330875
0.14699331848552338,351.5368286429817,101325.0,0.38723665290254466
0.14922048997772827,350.51580039225047,101325.0,0.3909719002908931
0.1514476614699332,349.4232713382718,101325.0,0.39469107708918305
0.15367483296213807,351.04686955692944,101325.0,0.39752940194000963
0.155902004454343,350.1583386912781,101325.0,0.4011047379575902
0.16035634743875277,352.7136122930727,101325.0,0.40679487726604835
0.16258351893095768,350.23575794346135,101325.0,0.41074872399458306
0.16481069042316257,349.53321096675626,101325.0,0.4141167995380633
0.16703786191536749,350.425535568088,101325.0,0.41694715709161234
0.16926503340757237,350.47437503106676,101325.0,0.4200065783911576
0.17149220489977726,351.9476660589076,101325.0,0.4225831439639427
0.17371937639198218,351.5281286093651,101325.0,0.42571906798313924
0.17594654788418707,352.43559283642566,101325.0,0.4284043620885071
0.18040089086859687,350.9255474457603,101325.0,0.43472197758977077
0.18262806236080179,352.55608153866416,101325.0,0.43707920679810097
0.18485523385300667,349.96789167963084,101325.0,0.44074081760641226
0.18708240534521156,349.39084829253545,101325.0,0.4437360376037005
0.18930957683741648,349.6601914431026,101325.0,0.44643000251809606
0.19153674832962136,352.1894374023858,101325.0,0.4483735419699216
0.19599109131403117,349.9450871161344,101325.0,0.45450152959604645
0.19821826280623608,351.3041791004135,101325.0,0.45672954599769783
0.20044543429844097,349.9092484108527,101325.0,0.4598120177327194
0.20489977728285078,351.0846251022961,101325.0,0.4646235256347034
0.20712694877505566,350.8240849043859,101325.0,0.46726148653834393
0.20935412026726058,350.5060483565915,101325.0,0.46989211028413735
0.21380846325167036,350.74725044221356,101325.0,0.4747949063020649
0.21603563474387527,349.65059967726444,101325.0,0.4776016516607565
0.22494432071269488,352.098828535243,101325.0,0.4863852462444311
0.22939866369710465,353.1767055093909,101325.0,0.49068809665405744
0.23162583518930957,352.4150036158632,101325.0,0.4932220835198028
0.23830734966592426,350.38896624738067,101325.0,0.5006169053449779
0.24053452115812918,349.685563848614,101325.0,0.5030505057116662
0.24276169265033407,352.9104095861754,101325.0,0.5041984374408947
0.24498886414253895,351.12310515933444,101325.0,0.5069374363446328
0.24721603563474387,350.10945345918094,101325.0,0.5094105286437758
0.24944320712694876,350.5238264966026,101325.0,0.5114032708002261
0.25167037861915365,351.6168782757676,101325.0,0.5131589759986153
0.25389755011135856,350.00709113175697,101325.0,0.5157665313135282
0.2561247216035635,352.7264571363695,101325.0,0.516963024927682
0.25835189309576834,352.33407811934086,101325.0,0.5191408171405659
0.26057906458797325,352.17785182380373,101325.0,0.5212252701794026
0.26280623608017817,351.0283721591004,101325.0,0.5236107491115953
0.2650334075723831,351.8092353628098,101325.0,0.5253596511158471
0.26726057906458794,351.63639187565093,101325.0,0.52739745601951
0.2717149220489978,349.63777728455955,101325.0,0.531954678364075
0.27394209354120264,350.96322960868247,101325.0,0.5334606995273395
0.27616926503340755,349.46645669544756,101325.0,0.5358589231478829
0.27839643652561247,351.2759632769781,101325.0,0.5371781362251814
0.2806236080178174,350.61944484933116,101325.0,0.5392738623078074
0.28285077951002224,349.8780967554642,101325.0,0.5413819044223386
0.2873051224944321,351.65057828871085,101325.0,0.5445094297179317
0.29175946547884185,353.0004804735072,101325.0,0.5477179183449477
0.29398663697104677,351.6242445588016,101325.0,0.5499518922833858
0.2962138084632517,350.68747921813934,101325.0,0.5520334517461639
0.30066815144766146,349.3912154841188,101325.0,0.5559725378380203
0.3028953229398664,353.1342368529658,101325.0,0.5565254798765216
0.30512249443207123,351.2292137477716,101325.0,0.5588575745630276
0.30957683741648107,349.63091999968975,101325.0,0.562785815858639
0.311804008908686,351.2466333233526,101325.0,0.5639631252530342
0.31403118040089084,351.2628279774181,101325.0,0.565636718157053
0.3184855233853007,351.5869122095043,101325.0,0.5688555533486475
0.32071269487750553,351.1939576042278,101325.0,0.5706222709967497
0.32293986636971045,350.3679026523676,101325.0,0.5725142034697389
0.32516703786191536,350.62627598937024,101325.0,0.5740519520351379
0.3273942093541203,351.38268960988614,101325.0,0.5754219195232722
0.32962138084632514,351.0556458412202,101325.0,0.5771219556422607
0.33184855233853006,349.3864483195213,101325.0,0.5792344134603892
0.33407572383073497,352.60516769677747,101325.0,0.579798812711067
0.33630289532293983,352.88464308735905,101325.0,0.5812770823263189
0.33853006681514475,349.8609963559945,101325.0,0.5837777113602962
0.34075723830734966,351.5161445741562,101325.0,0.5848026660574194
0.3429844097995545,349.73430296454177,101325.0,0.5868945069759793
0.34521158129175944,351.9889603721593,101325.0,0.5877134387475768
0.34966592427616927,351.93769053876764,101325.0,0.5907481919135386
0.35189309576837413,352.20797845714753,101325.0,0.5921594441497943
0.35412026726057905,352.37458996767066,101325.0,0.5935936009780185
0.36080178173719374,350.22085596357954,101325.0,0.5986619967282042
0.36302895322939865,349.4496502247047,101325.0,0.6003504191280978
0.36525612472160357,351.5194098775659,101325.0,0.6011491265917084
0.36748329621380843,350.7836891354498,101325.0,0.6028078777768932
0.37193763919821826,352.5330058882572,101325.0,0.6051086175815547
0.3741648106904231,350.56855557129086,101325.0,0.6071184887780231
0.37639198218262804,353.111597580279,101325.0,0.6077386087009441
0.38307349665924273,350.3238603622704,101325.0,0.6127397299069156
0.38530066815144765,353.0441742801959,101325.0,0.6132781325593871
0.38752783964365256,349.9584312703281,101325.0,0.6155784691644723
0.3897550111358574,349.4796424775693,101325.0,0.6170773036824012
0.39198218262806234,351.04038824001213,101325.0,0.6179456502358708
0.39420935412026725,353.26950225622335,101325.0,0.6186096766148851
0.39866369710467703,352.2944320778278,101325.0,0.6215603929711818
0.40089086859688194,352.8631699635141,101325.0,0.6227074054662315
0.40311804008908686,352.87378655879144,101325.0,0.6240158033087246
0.4053452115812917,351.3754334415458,101325.0,0.6257709577669531
0.40757238307349664,350.5637162073232,101325.0,0.6273135370196266
0.40979955456570155,352.38804972844395,101325.0,0.6280567405473679
0.41202672605790647,351.94664505267104,101325.0,0.6294744710480424
0.4142538975501113,350.79463091549485,101325.0,0.6310990270024529
0.41870824053452116,352.28715844539613,101325.0,0.6331930193429303
0.42316258351893093,353.04725260213513,101325.0,0.6354852438740631
0.4276169265033407,349.79103172964597,101325.0,0.6389477495390161
0.4298440979955456,352.6244506884996,101325.0,0.6393448716118378
0.43207126948775054,349.913137266498,101325.0,0.6413820691572385
0.43429844097995546,350.017073232631,101325.0,0.6425785852130301
0.4365256124721603,351.69753116608337,101325.0,0.6433036780730724
0.43875278396436523,352.79824816334985,101325.0,0.6441982675802777
0.44097995545657015,350.0857386628583,101325.0,0.6462098626442543
0.443207126948775,350.5412946916004,101325.0,0.6472826685515342
0.44988864142538976,351.3029647448094,101325.0,0.6506532159132231
0.4521158129175946,349.87559001020503,101325.0,0.6522603954645746
0.45434298440979953,349.35574515083283,101325.0,0.6535968999288466
0.4610244988864142,352.0106346944514,101325.0,0.6563491219627556
0.46325167037861914,349.7873300185141,101325.0,0.6581621988383646
0.46547884187082406,351.3253197264825,101325.0,0.658878541529993
0.4677060133630289,352.07704974257155,101325.0,0.6598211378496869
0.46993318485523383,351.6244664368836,101325.0,0.6611071868115109
0.47216035634743875,350.09910260664026,101325.0,0.6626988666431718
0.48552338530066813,353.010250204026,101325.0,0.6687004987470695
0.48775055679287305,350.8903127752998,101325.0,0.6704298959709019
0.4899777282850779,350.5037947671238,101325.0,0.6716635652382112
0.49443207126948774,351.95145685105433,101325.0,0.6734913714135549
0.49665924276169265,353.1224930281879,101325.0,0.6742771975571049
0.4988864142538975,350.4457849075282,101325.0,0.6761432208270183
0.5011135857461024,352.9992337172481,101325.0,0.6765341916070753
0.5055679287305123,351.5207921693073,101325.0,0.6791586586428107
0.5077951002227171,351.83590044672434,101325.0,0.6801715626125835
0.510022271714922,349.72358961500305,101325.0,0.6818616498391635
0.5144766146993318,350.97645727726524,101325.0,0.683699209690417
0.5167037861915367,353.16492764857276,101325.0,0.6841838352757921
0.5189309576837416,351.6841702129375,101325.0,0.6856825752577532
0.5211581291759465,353.03209288640085,101325.0,0.6863978094669239
0.5233853006681515,352.5174436624519,101325.0,0.6876246486323441
0.5278396436525612,352.43905379700874,101325.0,0.689810399304676
0.5300668151447662,349.37134713590797,101325.0,0.6917337508495661
0.532293986636971,349.73657598706296,101325.0,0.6927086194385679
0.5389755011135857,350.23056296786575,101325.0,0.6957905368717736
0.5434298440979956,351.72406328280005,101325.0,0.6975218650411521
0.5456570155902004,352.77095581510406,101325.0,0.6983065130611541
0.5478841870824053,351.7124286293549,101325.0,0.6996582179908063
0.5501113585746102,350.95028627709473,101325.0,0.7009284866489873
0.5523385300668151,350.79673617362874,101325.0,0.7020328466563226
0.5545657015590201,351.00352834549403,101325.0,0.7030388458891653
0.5567928730512249,351.9077241023199,101325.0,0.7038571285879687
0.5634743875278396,350.29135825180543,101325.0,0.7074657902666884
0.5679287305122495,352.2840571209738,101325.0,0.7090489977310794
